x,y_true,noise,y_observed,group,absolute_error,squared_error
0.0,98.0,1.6518936802587705,99.65189368025877,low,1.651893680258766,2.7287527308788504
0.20202020202020202,97.86868686868686,0.5076469149692666,98.37633378365614,low,0.5076469149692713,0.2577053902778185
0.40404040404040403,97.73737373737374,-0.8099572728802553,96.92741646449349,low,0.8099572728802542,0.6560307838916186
0.6060606060606061,97.60606060606061,-1.890362785278649,95.71569782078195,low,1.8903627852786542,3.573471459966471
0.8080808080808081,97.47474747474747,-2.8419319047588827,94.6328155699886,low,2.84193190475888,8.076576951286436
1.0101010101010102,97.34343434343434,0.02795743647492842,97.37139177990927,low,0.027957436474935093,0.0007816182542500312
1.2121212121212122,97.21212121212122,-1.2158506492674042,95.99627056285381,low,1.2158506492674093,1.4782928013239807
1.4141414141414141,97.08080808080808,-1.3082339399017697,95.77257414090631,low,1.3082339399017684,1.7114760415109038
1.6161616161616161,96.94949494949495,-0.33295426062583655,96.61654068886911,low,0.33295426062584,0.11085853966889979
1.8181818181818181,96.81818181818181,-0.07776904219802656,96.74041277598378,low,0.07776904219802816,0.006048023924398685
2.0202020202020203,96.68686868686869,-3.415174223663746,90.86677445624954,low,5.820094230619148,33.87349685328629
2.2222222222222223,96.55555555555556,1.3877198858646398,97.9432754414202,low,1.387719885864641,1.925766481624172
2.4242424242424243,96.42424242424242,-3.040268408865039,93.38397401537739,low,3.040268408865032,9.243231997942711
2.6262626262626263,96.29292929292929,2.78943616283152,99.08236545576081,low,2.789436162831521,7.780954106512239
2.8282828282828283,96.16161616161617,0.8858521673997937,97.04746832901596,low,0.8858521673997899,0.7847340624869054
3.0303030303030303,96.03030303030303,-0.7077667771999712,95.32253625310307,low,0.7077667771999643,0.5009338109080239
3.2323232323232323,95.8989898989899,2.014494806071161,97.91348470506105,low,2.0144948060711556,4.058189323687663
3.4343434343434343,95.76767676767676,0.031179692876164535,95.79885646055293,low,0.031179692876165177,0.0009721732478519855
3.6363636363636362,95.63636363636364,1.0363814514349263,96.67274508779856,low,1.03638145143492,1.0740865128783517
3.8383838383838382,95.5050505050505,0.1608406191708076,95.66589112422132,low,0.16084061917081272,0.025869704775250406
4.040404040404041,95.37373737373737,1.6447970701954124,97.01853444393278,low,1.644797070195409,2.7053574021234015
4.242424242424242,95.24242424242425,1.5921336815637441,96.83455792398799,low,1.5921336815637375,2.5348896599697004
4.444444444444445,95.11111111111111,-1.3610012120895985,93.75010989902151,low,1.3610012120896045,1.8523242993093725
4.646464646464646,94.97979797979798,-0.9187376676654238,94.06106031213255,low,0.9187376676654253,0.8440789019873055
4.848484848484849,94.84848484848484,0.5148405781686473,95.36332542665349,low,0.5148405781686449,0.2650608209290246
5.05050505050505,94.71717171717172,-0.3150152274527559,94.40215648971896,low,0.31501522745276134,0.09923459352711496
5.252525252525253,94.58585858585859,-3.427371324831676,91.1584872610269,low,3.4273713248316824,11.746874198278482
5.454545454545454,94.45454545454545,3.0391763023826646,97.49372175692812,low,3.0391763023826712,9.236592596964407
5.656565656565657,94.32323232323232,-3.2624660608032086,91.06076626242911,low,3.262466060803206,10.643684797892787
5.858585858585858,94.1919191919192,-3.1223142806171458,91.06960491130205,low,3.1223142806171467,9.74884646694577
6.0606060606060606,94.06060606060606,-1.9141686295994074,90.86677445624954,low,3.193831604356518,10.20056031698653
6.262626262626262,93.92929292929293,0.8472768606695187,94.77656978996245,low,0.847276860669524,0.7178780786260041
6.4646464646464645,93.79797979797979,2.694018759945406,96.4919985579252,low,2.6940187599454077,7.257737078937793
6.666666666666667,93.66666666666667,-0.35312257888513005,93.31354408778154,low,0.35312257888513443,0.12469555571848799
6.8686868686868685,93.53535353535354,-0.5866160258167561,92.94873750953678,medium,0.5866160258167525,0.3441183617450409
7.070707070707071,93.4040404040404,0.26085219643168084,93.66489260047209,medium,0.260852196431685,0.06804386838323438
7.2727272727272725,93.27272727272727,-0.5502896148810341,92.72243765784623,medium,0.5502896148810379,0.302818660245921
7.474747474747475,93.14141414141415,0.12354783690332022,93.26496197831746,medium,0.12354783690331317,0.01526406800348767
7.6767676767676765,93.01010101010101,-1.7099571890445113,91.3001438210565,medium,1.7099571890445162,2.9239535883650234
7.878787878787879,92.87878787878788,0.6573861489296491,93.53617402771752,medium,0.6573861489296462,0.43215654880455096
8.080808080808081,92.74747474747474,0.588869097234023,93.33634384470876,medium,0.5888690972340243,0.34676681367721474
8.282828282828282,92.61616161616162,-3.653126124515927,88.9630354916457,medium,3.6531261245159214,13.345330481620715
8.484848484848484,92.48484848484848,-0.1653389179857434,92.31950956686273,medium,0.16533891798574984,0.027336957800698513
8.686868686868687,92.35353535353535,0.2443737265137727,92.59790908004912,medium,0.24437372651377132,0.0597185182102275
8.88888888888889,92.22222222222223,0.8418371403945712,93.0640593626168,medium,0.8418371403945741,0.7086897709477139
9.09090909090909,92.0909090909091,-1.2241346346595516,90.86677445624954,medium,1.2241346346595492,1.498505603773068
9.292929292929292,91.95959595959596,-1.9920513963937434,89.96754456320221,medium,1.992051396393748,3.9682687658742815
9.494949494949495,91.82828282828282,-1.4261011207637364,90.40218170751909,medium,1.4261011207637324,2.0337644066435736
9.696969696969697,91.6969696969697,0.8220614462863909,92.5190311432561,medium,0.8220614462863978,0.675785021470484
9.8989898989899,91.56565656565657,-1.2777532634878557,90.28790330216871,medium,1.2777532634878526,1.6326534023538575
10.1010101010101,91.43434343434343,-1.1462157172853682,90.28812771705806,medium,1.1462157172853722,1.3138104705520204
10.303030303030303,91.3030303030303,1.7156483665506856,93.01867866958098,medium,1.7156483665506812,2.9434493176480205
10.505050505050505,91.17171717171718,-1.1792363842186688,89.99248078749851,medium,1.1792363842186688,1.39059844986512
10.707070707070708,91.04040404040404,-1.3479489311305157,89.69245510927352,medium,1.3479489311305173,1.816966320935904
10.909090909090908,90.9090909090909,-0.1368563452700566,90.77223456382085,medium,0.1368563452700613,0.01872965924067823
11.11111111111111,90.77777777777777,0.2979157746101599,91.07569355238793,medium,0.2979157746101606,0.08875380876157202
11.313131313131313,90.64646464646465,1.556444488006873,92.20290913447153,medium,1.5564444880068748,2.4225194442469826
11.515151515151516,90.51515151515152,-1.3189915217865242,89.19615999336499,medium,1.3189915217865291,1.7397386345447439
11.717171717171716,90.38383838383838,-2.3522318916529437,88.03160649218543,medium,2.3522318916529485,5.532994872109208
11.919191919191919,90.25252525252526,-0.1837449773483586,90.0687802751769,medium,0.18374497734835415,0.03376221670074718
12.121212121212121,90.12121212121212,0.9654552235941303,91.08666734480626,medium,0.9654552235941338,0.932103788765199
12.323232323232324,89.98989898989899,-2.2222898148741193,87.76760917502487,medium,2.2222898148741166,4.938572021293235
12.525252525252524,89.85858585858585,-0.7308945236770454,89.1276913349088,medium,0.7308945236770512,0.5342068047411036
12.727272727272727,89.72727272727272,0.45929368215495536,90.18656640942767,medium,0.45929368215495003,0.21095068646745227
12.929292929292929,89.5959595959596,0.34653645003319455,89.9424960459928,medium,0.34653645003319866,0.1200875112016116
13.131313131313131,89.46464646464646,0.12503848637608797,89.58968495102255,medium,0.12503848637608428,0.015634623075222214
13.333333333333334,89.33333333333333,-0.3853342760663286,88.947999057267,medium,0.38533427606633097,0.14848250431156337
13.535353535353535,89.20202020202021,-1.1990196871072514,88.00300051491296,high,1.1990196871072527,1.4376482100707741
13.737373737373737,89.07070707070707,-1.3922070014417962,87.67850006926528,high,1.3922070014417898,1.9382403348635395
13.93939393939394,88.93939393939394,1.7343933514081176,90.67378729080205,high,1.7343933514081158,3.008120297408676
14.141414141414142,88.8080808080808,-1.6758145723282247,90.86677445624954,high,2.0586936481687417,4.238219537010322
14.343434343434343,88.67676767676768,1.8420001477763208,90.518767824544,high,1.842000147776318,3.392964544407977
14.545454545454545,88.54545454545455,-1.9725876537979916,86.57286689165656,high,1.9725876537979872,3.891102051916248
14.747474747474747,88.41414141414141,4.35537268045927,92.76951409460068,high,4.3553726804592685,18.969271185690953
14.94949494949495,88.28282828282828,-2.6071663933250875,85.67566188950319,high,2.6071663933250875,6.797316602483745
15.15151515151515,88.15151515151516,2.4064114491811175,90.55792660069628,high,2.406411449181121,5.790816062749983
15.353535353535353,88.02020202020202,-1.3456082366853064,86.67459378351671,high,1.3456082366853082,1.8106615266353443
15.555555555555555,87.88888888888889,-0.17342322076003686,87.71546566812884,high,0.1734232207600428,0.030075613498786537
15.757575757575758,87.75757575757575,-0.09832885637212435,87.65924690120363,high,0.0983288563721203,0.009668563995449063
15.959595959595958,87.62626262626263,-0.9783339976151322,86.64792862864749,high,0.9783339976151382,0.9571374108896172
16.161616161616163,87.4949494949495,3.3425889522335783,90.83753844718308,high,3.3425889522335837,11.172900903594007
16.363636363636363,87.36363636363636,0.14237301923741558,87.50600938287377,high,0.14237301923741086,0.020270076606776162
16.565656565656564,87.23232323232324,-1.9816106144930306,85.2507126178302,high,1.9816106144930359,3.926780627471467
16.767676767676768,87.1010101010101,0.9698404619269414,88.07085056293704,high,0.9698404619269354,0.9405905215906515
16.96969696969697,86.96969696969697,1.068602619919699,88.03829958961667,high,1.0686026199197016,1.1419115592992504
17.171717171717173,86.83838383838383,-1.7212245574838825,85.11715928089995,high,1.721224557483879,2.962613977285575
17.373737373737374,86.7070707070707,0.8034195629627097,87.51049027003342,high,0.8034195629627163,0.6454829941512021
17.575757575757574,86.57575757575758,0.10343368189316074,86.67919125765074,high,0.10343368189316493,0.010698526549976434
17.77777777777778,86.44444444444444,1.230503490402154,87.6749479348466,high,1.2305034904021568,1.5141388398918907
17.97979797979798,86.31313131313131,1.0682932076918608,87.38142452082317,high,1.068293207691866,1.1412503776005765
18.18181818181818,86.18181818181819,-0.012663609868339884,86.16915457194985,high,0.012663609868340586,0.00016036701489753307
18.383838383838384,86.05050505050505,-0.6124243020411073,85.43808074846395,high,0.6124243020411058,0.37506352573053553
18.585858585858585,85.91919191919192,1.3655590247199023,87.28475094391182,high,1.3655590247199,1.8647514499939648
18.78787878787879,85.78787878787878,0.4697988060390036,86.25767759391779,high,0.4697988060390088,0.22071091815567823
18.98989898989899,85.65656565656566,-2.233916059699232,83.42264959686644,high,2.233916059699226,4.990380961782115
19.19191919191919,85.52525252525253,-0.8173037606372965,84.70794876461522,high,0.8173037606373015,0.6679854371518754
19.393939393939394,85.39393939393939,-0.7249685979126856,84.6689707960267,high,0.7249685979126923,0.525579467959495
19.595959595959595,85.26262626262627,-0.3932317588738216,84.86939450375245,high,0.39323175887382433,0.1546312161870015
19.7979797979798,85.13131313131314,3.4264380968155104,88.55775122812865,high,3.4264380968155166,11.74047803130874
20.0,85.0,-0.5659309571242017,84.4340690428758,high,0.5659309571241948,0.32027784823150723
